Date,Parameter,Parameter_Category,Operating_Area,System_City,System_City_Calculated
3-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2802
4-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2887
5-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3032
6-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3194
7-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3205
8-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3154
9-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3071
10-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2984
11-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2767
12-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3009
13-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3131
14-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3147
15-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3177
16-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3287
17-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3376
18-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3236
19-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3136
20-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3153
21-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2971
22-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2992
23-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3125
24-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3261
25-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3209
26-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3189
27-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3313
28-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3361
29-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3483
30-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3476
31-May-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3534
1-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3485
2-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3179
3-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3476
4-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3564
5-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3413
6-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3414
7-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3420
8-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3361
9-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3303
10-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3251
11-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3250
12-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3247
13-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3126
14-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2961
15-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3026
16-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3088
17-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3126
18-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3120
19-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3177
20-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3146
21-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3230
22-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3345
23-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3275
24-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3337
25-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3362
26-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3432
27-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3317
28-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3327
29-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3242
30-Jun-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3235
1-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3247
2-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3108
3-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3076
4-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3131
5-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3065
6-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3126
7-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3178
8-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3134
9-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3158
10-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3139
11-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3150
12-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3139
13-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3227
14-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3279
15-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3346
16-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3408
17-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3455
18-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3445
19-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3314
20-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3612
21-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3765
22-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3814
23-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3693
24-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3657
25-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3896
26-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3803
27-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3830
28-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3780
29-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3780
30-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3446
31-Jul-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3891
1-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3845
2-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3971
3-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4025
4-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4144
5-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4169
6-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4175
7-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4111
8-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4091
9-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3673
10-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3214
11-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3670
12-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3542
13-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3671
14-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3891
15-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3861
16-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3980
17-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3912
18-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3921
19-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3680
20-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3545
21-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3425
22-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3501
23-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3389
24-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3331
25-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3394
26-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3475
27-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3433
28-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3376
29-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3298
30-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3261
31-Aug-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3317
1-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3426
2-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3332
3-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3316
4-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3283
5-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3234
6-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3068
7-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3110
8-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3207
9-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3018
10-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2976
11-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3025
12-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3058
13-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2996
14-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3026
15-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3148
16-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3119
17-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3158
18-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3222
19-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3204
20-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3105
21-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3108
22-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3021
23-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3016
24-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3207
25-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3180
26-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3135
27-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3004
28-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3085
29-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3168
30-Sep-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3018
1-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2913
2-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2745
3-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2821
4-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2603
5-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2817
6-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2930
7-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2918
8-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2806
9-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2784
10-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2750
11-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2593
12-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2634
13-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2810
14-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2664
15-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2742
16-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2637
17-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2641
18-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2538
19-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2730
20-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2716
21-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2665
22-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2647
23-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2568
24-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2525
25-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2403
26-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2382
27-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2392
28-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2356
29-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2366
30-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2375
31-Oct-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2379
1-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2249
2-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2368
3-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2497
4-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2443
5-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2443
6-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2411
7-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2430
8-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2301
9-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2450
10-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2443
11-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2439
12-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2383
13-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2376
14-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2245
15-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2074
16-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2136
17-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2136
18-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2048
19-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2027
20-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1995
21-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1970
22-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1819
23-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1820
24-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1840
25-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1798
26-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1914
27-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2045
28-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1982
29-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1861
30-Nov-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2027
1-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2001
2-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1962
3-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1792
4-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1836
5-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1851
6-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1761
7-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1715
8-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1614
9-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1643
10-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1740
11-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1916
12-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1927
13-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1868
14-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1726
15-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1719
16-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1614
17-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1582
18-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1563
19-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1636
20-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1664
21-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1764
22-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1767
23-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1758
24-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1773
25-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1697
26-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1578
27-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1418
28-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1448
29-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1487
30-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1519
31-Dec-19,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1500
1-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1530
2-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1659
3-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1611
4-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1478
5-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1369
6-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1375
7-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1394
8-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1351
9-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1285
10-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1225
11-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1245
12-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1248
13-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1264
14-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1334
15-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1395
16-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1501
17-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1565
18-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1523
19-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1427
20-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1388
21-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1331
22-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1268
23-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1252
24-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1192
25-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1229
26-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1284
27-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1340
28-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1485
29-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1442
30-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1515
31-Jan-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1458
1-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1452
2-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1511
3-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1574
4-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1530
5-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1572
6-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1599
7-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1566
8-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1493
9-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1432
10-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1356
11-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1360
12-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1399
13-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1540
14-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1605
15-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1833
16-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1863
17-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1859
18-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1890
19-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1881
20-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1425
21-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1432
22-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1559
23-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1716
24-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1757
25-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1638
26-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1372
27-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1532
28-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1601
29-Feb-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1623
1-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1577
2-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1668
3-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1784
4-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1898
5-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1915
6-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1891
7-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1764
8-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1825
9-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1804
10-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1915
11-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2013
12-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2126
13-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2057
14-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1562
15-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1519
16-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1619
17-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1699
18-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1645
19-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1590
20-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1491
21-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1554
22-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1457
23-Mar-20,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1447
